idatracacao,cdtup,berco,portoatracacao,ano,mes,tipooperacao,tiponavegacaoatracacao,terminal,nacionalidadearmador,tesperaatracacao,tesperacainicioop,toperacao,tesperadesatracacao,tatracado,testadia,idcarga,origem,destino,cdmercadoria,naturezacarga,teu,qtcarga,pesocargabruta,sentido,cdmercadoria_cntr,pesocarga_cntr
746435,BRARE,T1,"Areia Branca",2016,fev,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"8,6666666666279","0,083333333430346","5,0833333333139","0,083333333255723","5,25","13,916666666628",16015002,BRSAL,BRARE,2501,"Granel Sólido",0,0,"1451,8",Desembarcados,"",""
792388,BRARE,T1,"Areia Branca",2016,out,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,0,0,"3,8333333332557",0,"3,8333333332557","3,8333333332557",17281347,BRSAL,BRARE,2501,"Granel Sólido",0,0,"688,1",Desembarcados,"",""
747345,BRARE,T1,"Areia Branca",2016,fev,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"17,833333333314","0,083333333430346","6,2499999999418","0,083333333430346","6,4166666668025","24,250000000116",16032052,BRSAL,BRARE,2501,"Granel Sólido",0,0,"1640,4",Desembarcados,"",""
751527,BRARE,T1,"Areia Branca",2016,mar,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"0,16666666668607","0,16666666668607","3,5833333333139","0,083333333255723","3,8333333332557","3,9999999999418",16116145,BRSAL,BRARE,2501,"Granel Sólido",0,0,"975,8",Desembarcados,"",""
747449,BRARE,T1,"Areia Branca",2016,fev,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"0,083333333255723","0,083333333430346","3,4166666666279","0,083333333255723","3,5833333333139","3,6666666665697",16032276,BRSAL,BRARE,2501,"Granel Sólido",0,0,1047,Desembarcados,"",""
751508,BRARE,T1,"Areia Branca",2016,mar,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"0,16666666668607","0,083333333255723","3,1666666666861","0,083333333430346","3,3333333333721","3,5000000000582",16116224,BRSAL,BRARE,2501,"Granel Sólido",0,0,1054,Desembarcados,"",""
747455,BRARE,T1,"Areia Branca",2016,fev,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"3,2499999999418","0,083333333430346","7,9999999998836","0,083333333430346","8,1666666667443","11,416666666686",16032282,BRSAL,BRARE,2501,"Granel Sólido",0,0,"1819,7",Desembarcados,"",""
747446,BRARE,T1,"Areia Branca",2016,fev,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"5,7499999998836","0,083333333430346","6,1666666666861","0,083333333255723","6,3333333333721","12,083333333256",16032273,BRSAL,BRARE,2501,"Granel Sólido",0,0,"1783,8",Desembarcados,"",""
774114,BRARE,T1,"Areia Branca",2016,jul,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"15,083333333256","0,083333333430346","2,4166666666861","0,083333333255723","2,5833333333721","17,666666666628",16710855,BRSAL,BRARE,2501,"Granel Sólido",0,0,"847,7",Desembarcados,"",""
760628,BRARE,T1,"Areia Branca",2016,mai,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"1,2500000000582","0,083333333430346","6,0833333332557","0,083333333255723","6,2499999999418","7,5",16351896,BRSAL,BRARE,2501,"Granel Sólido",0,0,"1478,8",Desembarcados,"",""
760773,BRARE,T1,"Areia Branca",2016,mai,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"0,16666666668607","0,33333333319752","4,2500000000582","0,083333333255723","4,6666666665114","4,8333333331975",16352538,BRSAL,BRARE,2501,"Granel Sólido",0,0,1220,Desembarcados,"",""
760632,BRARE,T1,"Areia Branca",2016,mai,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"0,16666666668607",0,3,"0,083333333430346","3,0833333334303","3,2500000001164",16351900,BRSAL,BRARE,2501,"Granel Sólido",0,0,"821,9",Desembarcados,"",""
760572,BRARE,T1,"Areia Branca",2016,abr,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"0,24999999994179","0,083333333255723","3,2500000001164","0,16666666668607","3,5000000000582","3,75",16351879,BRSAL,BRARE,2501,"Granel Sólido",0,0,"752,5",Desembarcados,"",""
759869,BRARE,T1,"Areia Branca",2016,abr,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"0,16666666668607","0,16666666651145","5,5833333333721","0,16666666668607","5,9166666665697","6,0833333332557",16342015,BRSAL,BRARE,2501,"Granel Sólido",0,0,"1499,7",Desembarcados,"",""
760777,BRARE,T1,"Areia Branca",2016,mai,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"0,083333333255723","0,083333333430346",3,"0,083333333255723","3,1666666666861","3,2499999999418",16352542,BRSAL,BRARE,2501,"Granel Sólido",0,0,"891,7",Desembarcados,"",""
777627,BRARE,T1,"Areia Branca",2016,jul,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"8,1666666667443","0,083333333255723","6,2500000001164","0,083333333255723","6,4166666666279","14,583333333372",16841105,BRSAL,BRARE,2501,"Granel Sólido",0,0,"1673,3",Desembarcados,"",""
791015,BRARE,T1,"Areia Branca",2016,out,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"17,666666666628","0,58333333331393","3,0833333332557","0,083333333430346","3,75","21,416666666628",17210639,BRSAL,BRARE,2501,"Granel Sólido",0,0,"818,2",Desembarcados,"",""
735460,BRARE,T1,"Areia Branca",2016,jan,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"7,8333333331975",0,"6,5000000000582","0,083333333255723","6,5833333333139","14,416666666511",15863349,BRSAL,BRARE,2501,"Granel Sólido",0,0,"873,8",Desembarcados,"",""
760563,BRARE,T1,"Areia Branca",2016,abr,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"0,083333333430346","2,0833333333139","6,3333333333721","0,083333333255723","8,4999999999418","8,5833333333721",16351871,BRSAL,BRARE,2501,"Granel Sólido",0,0,"1377,3",Desembarcados,"",""
760568,BRARE,T1,"Areia Branca",2016,abr,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"0,91666666668607","0,083333333255723","2,4999999999418","0,083333333430346","2,6666666666279","3,5833333333139",16351875,BRSAL,BRARE,2501,"Granel Sólido",0,0,"709,5",Desembarcados,"",""
759781,BRARE,T1,"Areia Branca",2016,abr,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"6,6666666667443","0,083333333255723","2,9166666667443","0,083333333255723","3,0833333332557","9,75",16341594,BRSAL,BRARE,2501,"Granel Sólido",0,0,"838,7",Desembarcados,"",""
777825,BRARE,T1,"Areia Branca",2016,jul,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"9,2499999999418","0,083333333255723","6,3333333333721","0,083333333430346","6,5000000000582","15,75",16841716,BRSAL,BRARE,2501,"Granel Sólido",0,0,"1677,7",Desembarcados,"",""
761311,BRARE,T1,"Areia Branca",2016,mai,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"0,16666666668607","0,083333333430346","6,9999999999418","0,083333333255723","7,1666666666279","7,3333333333139",16369954,BRSAL,BRARE,2501,"Granel Sólido",0,0,"1621,2",Desembarcados,"",""
761312,BRARE,T1,"Areia Branca",2016,mai,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"0,16666666668607","0,083333333430346","3,0833333332557","0,083333333255723","3,2499999999418","3,4166666666279",16369955,BRSAL,BRARE,2501,"Granel Sólido",0,0,"787,6",Desembarcados,"",""
761742,BRARE,T1,"Areia Branca",2016,mai,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"0,99999999994179",0,"7,4166666667443","0,083333333255723","7,5","8,4999999999418",16374793,BRSAL,BRARE,2501,"Granel Sólido",0,0,"1790,9",Desembarcados,"",""
777826,BRARE,T1,"Areia Branca",2016,jul,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"14,916666666744","0,16666666668607","2,8333333333139","0,083333333255723","3,0833333332557",18,16841717,BRSAL,BRARE,2501,"Granel Sólido",0,0,"603,9",Desembarcados,"",""
760205,BRARE,T1,"Areia Branca",2016,abr,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"2,0000000000582","0,083333333255723","6,1666666666861","0,083333333430346","6,3333333333721","8,3333333334303",16349387,BRSAL,BRARE,2501,"Granel Sólido",0,0,1672,Desembarcados,"",""
792279,BRARE,T1,"Areia Branca",2016,out,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,0,"5,1666666667443","15,166666666686","0,083333333255723","20,416666666686","20,416666666686",17280960,BRSAL,BRARE,2501,"Granel Sólido",0,0,"622,5",Desembarcados,"",""
760091,BRARE,T1,"Areia Branca",2016,abr,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"10,083333333372","0,083333333255723",3,"0,083333333430346","3,1666666666861","13,250000000058",16349257,BRSAL,BRARE,2501,"Granel Sólido",0,0,"789,6",Desembarcados,"",""
763343,BRARE,T1,"Areia Branca",2016,mai,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"1,5",0,"6,3333333333721",0,"6,3333333333721","7,8333333333721",16429575,BRSAL,BRARE,2501,"Granel Sólido",0,0,"708,9",Desembarcados,"",""
760404,BRARE,T1,"Areia Branca",2016,abr,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"6,0833333332557","0,083333333430346","2,6666666666279","0,083333333255723","2,8333333333139","8,9166666665697",16351696,BRSAL,BRARE,2501,"Granel Sólido",0,0,"704,1",Desembarcados,"",""
760417,BRARE,T1,"Areia Branca",2016,abr,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"0,083333333430346","0,083333333255723","6,2499999999418","0,083333333430346","6,4166666666279","6,5000000000582",16351709,BRSAL,BRARE,2501,"Granel Sólido",0,0,"1551,9",Desembarcados,"",""
778124,BRARE,T1,"Areia Branca",2016,jul,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"0,83333333325572","6,9166666666861","6,5000000000582","0,41666666662786","13,833333333372","14,666666666628",16843708,BRSAL,BRARE,2501,"Granel Sólido",0,0,"1504,7",Desembarcados,"",""
790857,BRARE,T1,"Areia Branca",2016,set,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"4,6666666666861",0,"6,0833333332557","0,083333333430346","6,1666666666861","10,833333333372",17210212,BRSAL,BRARE,2501,"Granel Sólido",0,0,"1705,4",Desembarcados,"",""
763175,BRARE,T1,"Areia Branca",2016,mai,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,0,0,"2,9166666667443",0,"2,9166666667443","2,9166666667443",16416045,BRSAL,BRARE,2501,"Granel Sólido",0,0,"726,7",Desembarcados,"",""
763155,BRARE,T1,"Areia Branca",2016,mai,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"1,0833333333721","0,083333333255723","5,6666666668025",0,"5,7500000000582","6,8333333334303",16416003,BRSAL,BRARE,2501,"Granel Sólido",0,0,1559,Desembarcados,"",""
777635,BRARE,T1,"Areia Branca",2016,jul,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"7,3333333333139",0,"5,6666666668025",0,"5,6666666668025","13,000000000116",16841113,BRSAL,BRARE,2501,"Granel Sólido",0,0,"1600,5",Desembarcados,"",""
777632,BRARE,T1,"Areia Branca",2016,jul,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,0,"0,083333333255723",3,0,"3,0833333332557","3,0833333332557",16841110,BRSAL,BRARE,2501,"Granel Sólido",0,0,"772,3",Desembarcados,"",""
777638,BRARE,T1,"Areia Branca",2016,jul,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"0,083333333430346",0,"3,8333333332557",0,"3,8333333332557","3,9166666666861",16841116,BRSAL,BRARE,2501,"Granel Sólido",0,0,"879,4",Desembarcados,"",""
791292,BRARE,T1,"Areia Branca",2016,out,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"12,999999999942","0,16666666668607","3,6666666667443","0,083333333255723","3,9166666666861","16,916666666628",17256301,BRSAL,BRARE,2501,"Granel Sólido",0,0,"817,1",Desembarcados,"",""
771850,BRARE,T1,"Areia Branca",2016,jun,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"36,083333333256","0,083333333430346","8,4166666666861","0,083333333255723","8,5833333333721","44,666666666628",16685512,BRSAL,BRARE,2501,"Granel Sólido",0,0,"825,4",Desembarcados,"",""
761838,BRARE,T1,"Areia Branca",2016,mai,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"9,0833333334303",0,"3,1666666666861",0,"3,1666666666861","12,250000000116",16374893,BRSAL,BRARE,2501,"Granel Sólido",0,0,"985,3",Desembarcados,"",""
763003,BRARE,T1,"Areia Branca",2016,mai,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"15,166666666686","0,083333333255723","2,7500000000582",0,"2,8333333333139",18,16414468,BRSAL,BRARE,2501,"Granel Sólido",0,0,"777,2",Desembarcados,"",""
791525,BRARE,T1,"Areia Branca",2016,out,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"19,999999999884","0,083333333430346","2,6666666666279","0,083333333255723","2,8333333333139","22,833333333198",17262569,BRSAL,BRARE,2501,"Granel Sólido",0,0,873,Desembarcados,"",""
761743,BRARE,T1,"Areia Branca",2016,mai,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"4,7499999999418",0,"2,4166666666861","0,083333333430346","2,5000000001164","7,2500000000582",16374794,BRSAL,BRARE,2501,"Granel Sólido",0,0,"782,1",Desembarcados,"",""
742188,BRARE,T1,"Areia Branca",2016,jan,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"20,083333333314",0,"8,4999999999418","0,083333333430346","8,5833333333721","28,666666666686",15878024,BRSAL,BRARE,2501,"Granel Sólido",0,0,"925,2",Desembarcados,"",""
735803,BRARE,T1,"Areia Branca",2016,jan,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"11,333333333256",0,"3,9999999999418","0,083333333430346","4,0833333333721","15,416666666628",15863367,BRSAL,BRARE,2501,"Granel Sólido",0,0,"732,4",Desembarcados,"",""
763527,BRARE,T1,"Areia Branca",2016,mai,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"0,16666666668607","0,083333333430346","2,1666666665697","0,083333333430346","2,3333333334303","2,5000000001164",16435127,BRSAL,BRARE,2501,"Granel Sólido",0,0,"661,8",Desembarcados,"",""
742187,BRARE,T1,"Areia Branca",2016,jan,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"0,16666666668607","0,083333333430346","4,6666666665114","0,083333333430346","4,8333333333721","5,0000000000582",15878023,BRSAL,BRARE,2501,"Granel Sólido",0,0,"1572,5",Desembarcados,"",""
742197,BRARE,T1,"Areia Branca",2016,jan,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"2,7500000000582","0,41666666662786","4,0000000001164","0,16666666651145","4,5833333332557","7,3333333333139",15878033,BRSAL,BRARE,2501,"Granel Sólido",0,0,"841,2",Desembarcados,"",""
763524,BRARE,T1,"Areia Branca",2016,mai,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"1,1666666666279",0,"7,1666666668025","0,083333333255723","7,2500000000582","8,4166666666861",16435124,BRSAL,BRARE,2501,"Granel Sólido",0,0,"1576,7",Desembarcados,"",""
742243,BRARE,T1,"Areia Branca",2016,jan,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"0,083333333430346","0,083333333255723","27,916666666686","0,083333333430346","28,083333333372","28,166666666802",15878047,BRSAL,BRARE,2501,"Granel Sólido",0,0,1586,Desembarcados,"",""
762201,BRARE,T1,"Areia Branca",2016,mai,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"14,25",0,"5,5833333333721",0,"5,5833333333721","19,833333333372",16378629,BRSAL,BRARE,2501,"Granel Sólido",0,0,1295,Desembarcados,"",""
742248,BRARE,T1,"Areia Branca",2016,jan,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"21,166666666686","0,16666666668607","2,0000000000582","0,083333333255723","2,25","23,416666666686",15878052,BRSAL,BRARE,2501,"Granel Sólido",0,0,"754,8",Desembarcados,"",""
778207,BRARE,T1,"Areia Branca",2016,jul,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"8,0833333333139","0,41666666680248","25,666666666686","0,083333333255723","26,166666666744","34,250000000058",16844477,BRSAL,BRARE,2501,"Granel Sólido",0,0,"832,6",Desembarcados,"",""
735791,BRARE,T1,"Areia Branca",2016,jan,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,0,"0,16666666651145","6,8333333334303","0,083333333255723","7,0833333331975","7,0833333331975",15863356,BRSAL,BRARE,2501,"Granel Sólido",0,0,787,Desembarcados,"",""
735796,BRARE,T1,"Areia Branca",2016,jan,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"9,75","4,0833333333721","4,5","0,41666666662786",9,"18,75",15863361,BRSAL,BRARE,2501,"Granel Sólido",0,0,"1540,6",Desembarcados,"",""
766111,BRARE,T1,"Areia Branca",2016,mai,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"6,9999999999418","0,16666666668607","6,6666666665697","0,083333333430346","6,9166666666861","13,916666666628",16526805,BRSAL,BRARE,2501,"Granel Sólido",0,0,"1765,6",Desembarcados,"",""
790665,BRARE,T1,"Areia Branca",2016,set,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"0,75","0,083333333255723","6,3333333333721",3,"9,4166666666279","10,166666666628",17207259,BRSAL,BRARE,2501,"Granel Sólido",0,0,"1123,4",Desembarcados,"",""
735894,BRARE,T1,"Areia Branca",2016,jan,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"6,6666666665697","0,083333333430346","3,4166666666279","0,083333333430346","3,5833333334886","10,250000000058",15863376,BRSAL,BRARE,2501,"Granel Sólido",0,0,"777,9",Desembarcados,"",""
790726,BRARE,T1,"Areia Branca",2016,set,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"4,9166666666279","0,083333333255723","3,1666666666861",0,"3,2499999999418","8,1666666665697",17208298,BRSAL,BRARE,2501,"Granel Sólido",0,0,"745,2",Desembarcados,"",""
790666,BRARE,T1,"Areia Branca",2016,set,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"0,75","0,083333333255723","3,5000000000582",0,"3,5833333333139","4,3333333333139",17207260,BRSAL,BRARE,2501,"Granel Sólido",0,0,"858,1",Desembarcados,"",""
776903,BRARE,T1,"Areia Branca",2016,jul,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,3,0,6,"0,99999999994179","6,9999999999418","9,9999999999418",16839482,BRSAL,BRARE,2501,"Granel Sólido",0,0,"1527,8",Desembarcados,"",""
789206,BRARE,T1,"Areia Branca",2016,set,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"6,4166666666279","0,083333333430346","2,9166666665697","0,083333333430346","3,0833333334303","9,5000000000582",17160421,BRSAL,BRARE,2501,"Granel Sólido",0,0,"723,9",Desembarcados,"",""
789970,BRARE,T1,"Areia Branca",2016,set,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"5,4166666666861","0,083333333255723","7,6666666666861","0,083333333255723","7,8333333331975","13,249999999884",17202503,BRSAL,BRARE,2501,"Granel Sólido",0,0,"1718,1",Desembarcados,"",""
765810,BRARE,T1,"Areia Branca",2016,mai,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"78,75","0,083333333255723","5,3333333332557",0,"5,4166666665114","84,166666666511",16526536,BRSAL,BRARE,2501,"Granel Sólido",0,0,"1482,7",Desembarcados,"",""
766318,BRARE,T1,"Areia Branca",2016,mai,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"12,083333333256","0,083333333430346","2,5833333333721","0,083333333255723","2,7500000000582","14,833333333314",16527038,BRSAL,BRARE,2501,"Granel Sólido",0,0,"574,3",Desembarcados,"",""
778476,BRARE,T1,"Areia Branca",2016,jul,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"0,16666666668607","0,083333333255723","2,9166666667443",0,3,"3,1666666666861",16845293,BRSAL,BRARE,2501,"Granel Sólido",0,0,"931,5",Desembarcados,"",""
790165,BRARE,T1,"Areia Branca",2016,set,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"2,5833333333721","0,083333333255723","3,0833333334303","0,083333333255723","3,2499999999418","5,8333333333139",17204417,BRSAL,BRARE,2501,"Granel Sólido",0,0,945,Desembarcados,"",""
763991,BRARE,T1,"Areia Branca",2016,mai,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"0,16666666668607","0,083333333255723","4,6666666666861","0,083333333255723","4,8333333331975","4,9999999998836",16439557,BRSAL,BRARE,2501,"Granel Sólido",0,0,1468,Desembarcados,"",""
764049,BRARE,T1,"Areia Branca",2016,mai,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"16,5","0,083333333430346","5,6666666666279","0,083333333255723","5,8333333333139","22,333333333314",16440757,BRSAL,BRARE,2501,"Granel Sólido",0,0,"1476,9",Desembarcados,"",""
790434,BRARE,T1,"Areia Branca",2016,set,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"4,5833333332557",0,6,"0,083333333430346","6,0833333334303","10,666666666686",17207127,BRSAL,BRARE,2501,"Granel Sólido",0,0,"1517,2",Desembarcados,"",""
766118,BRARE,T1,"Areia Branca",2016,mai,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"5,6666666668025",0,"2,8333333333139","0,16666666668607",3,"8,6666666668025",16526812,BRSAL,BRARE,2501,"Granel Sólido",0,0,"785,5",Desembarcados,"",""
764045,BRARE,T1,"Areia Branca",2016,mai,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"1,9166666668025","0,083333333255723","20,499999999942","0,083333333430346","20,666666666628","22,58333333343",16440753,BRSAL,BRARE,2501,"Granel Sólido",0,0,"663,4",Desembarcados,"",""
778393,BRARE,T1,"Areia Branca",2016,jul,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"0,16666666668607","0,083333333255723","10,250000000058","0,083333333430346","10,416666666744","10,58333333343",16845203,BRSAL,BRARE,2501,"Granel Sólido",0,0,"1793,1",Desembarcados,"",""
790500,BRARE,T1,"Areia Branca",2016,set,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"2,7500000000582","0,083333333255723","3,3333333333721",0,"3,4166666666279","6,1666666666861",17207184,BRSAL,BRARE,2501,"Granel Sólido",0,0,"843,8",Desembarcados,"",""
790790,BRARE,T1,"Areia Branca",2016,set,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"8,5833333333721",0,3,"0,083333333430346","3,0833333334303","11,666666666802",17208826,BRSAL,BRARE,2501,"Granel Sólido",0,0,848,Desembarcados,"",""
735887,BRARE,T1,"Areia Branca",2016,jan,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"3,5000000000582","0,083333333430346","8,8333333333139",0,"8,9166666667443","12,416666666802",15863373,BRSAL,BRARE,2501,"Granel Sólido",0,0,"1736,9",Desembarcados,"",""
790789,BRARE,T1,"Areia Branca",2016,set,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"0,083333333255723","0,083333333430346","6,1666666666861",0,"6,2500000001164","6,3333333333721",17208825,BRSAL,BRARE,2501,"Granel Sólido",0,0,"1505,6",Desembarcados,"",""
790499,BRARE,T1,"Areia Branca",2016,set,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"0,16666666668607","0,083333333255723","4,9166666668025",0,"5,0000000000582","5,1666666667443",17207183,BRSAL,BRARE,2501,"Granel Sólido",0,0,"1167,2",Desembarcados,"",""
765811,BRARE,T1,"Areia Branca",2016,mai,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"19,5","1,1666666666279","2,6666666666279",0,"3,8333333332557","23,333333333256",16526537,BRSAL,BRARE,2501,"Granel Sólido",0,0,787,Desembarcados,"",""
766315,BRARE,T1,"Areia Branca",2016,mai,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"35,083333333314","0,083333333430346",9,"0,083333333255723","9,1666666666861","44,25",16527035,BRSAL,BRARE,2501,"Granel Sólido",0,0,"1589,2",Desembarcados,"",""
790390,BRARE,T1,"Areia Branca",2016,set,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"31,833333333372","0,083333333255723","12,916666666686","0,083333333430346","13,083333333372","44,916666666744",17207072,BRSAL,BRARE,2501,"Granel Sólido",0,0,"823,7",Desembarcados,"",""
741916,BRARE,T1,"Areia Branca",2016,jan,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"13,749999999942","0,91666666668607","4,9166666666279","0,083333333255723","5,9166666665697","19,666666666511",15878018,BRSAL,BRARE,2501,"Granel Sólido",0,0,"1530,8",Desembarcados,"",""
778807,BRARE,T1,"Areia Branca",2016,ago,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"2,0000000000582",0,"4,4166666665697",0,"4,4166666665697","6,4166666666279",16849872,BRSAL,BRARE,2501,"Granel Sólido",0,0,"906,3",Desembarcados,"",""
787906,BRARE,T1,"Areia Branca",2016,set,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"10,5",0,"6,1666666666861","0,083333333255723","6,2499999999418","16,749999999942",17123957,BRSAL,BRARE,2501,"Granel Sólido",0,0,"837,3",Desembarcados,"",""
771851,BRARE,T1,"Areia Branca",2016,jun,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"11,749999999884","0,083333333430346","6,8333333332557",0,"6,9166666666861","18,66666666657",16685513,BRSAL,BRARE,2501,"Granel Sólido",0,0,"1871,4",Desembarcados,"",""
764472,BRARE,T1,"Areia Branca",2016,mai,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"4,7500000001164","0,083333333255723","4,9166666666279","0,083333333430346","5,0833333333139","9,8333333334303",16500198,BRSAL,BRARE,2501,"Granel Sólido",0,0,"1554,6",Desembarcados,"",""
778020,BRARE,T1,"Areia Branca",2016,jul,Apoio,Interior,"Cais de Uso da CODERN",1,"21,083333333256",3,27,"0,083333333430346","30,08333333343","51,166666666686",16843501,BRSAL,BRARE,2501,"Granel Sólido",0,0,"1786,3",Desembarcados,"",""
760950,BRARE,T1,"Areia Branca",2016,mai,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"5,8333333333139","0,083333333430346","6,0833333332557","0,083333333255723","6,2499999999418","12,083333333256",16353550,BRSAL,BRARE,2501,"Granel Sólido",0,0,"1608,6",Desembarcados,"",""
760952,BRARE,T1,"Areia Branca",2016,mai,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"0,16666666651145","0,50000000005821","3,5000000000582","0,083333333255723","4,0833333333721","4,2499999998836",16353552,BRSAL,BRARE,2501,"Granel Sólido",0,0,"917,4",Desembarcados,"",""
776907,BRARE,T1,"Areia Branca",2016,jul,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,0,"0,083333333430346","4,0833333331975",0,"4,1666666666279","4,1666666666279",16839486,BRSAL,BRARE,2501,"Granel Sólido",0,0,"955,5",Desembarcados,"",""
742322,BRARE,T1,"Areia Branca",2016,jan,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"7,0833333331975",0,"5,7500000000582","0,083333333255723","5,8333333333139","12,916666666511",15878056,BRSAL,BRARE,2501,"Granel Sólido",0,0,"1607,4",Desembarcados,"",""
778021,BRARE,T1,"Areia Branca",2016,jul,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"46,58333333343","0,083333333255723","3,75","0,083333333430346","3,9166666666861","50,500000000116",16843502,BRSAL,BRARE,2501,"Granel Sólido",0,0,"883,3",Desembarcados,"",""
792007,BRARE,T1,"Areia Branca",2016,out,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,"31,5","0,33333333319752","5,3333333334303","0,083333333255723","5,7499999998836","37,249999999884",17275476,BRSAL,BRARE,2501,"Granel Sólido",0,0,"723,2",Desembarcados,"",""
